primary_school,full_service_restaurant,hospital,large_hotel,large_office,medium_office,midrise_apartment,outpatient,supermarket,strip_mall,standalone_retail,small_office,small_hotel,secondary_school,quick_service_restaurant,warehouse
165.5118207,41.96399388,1459.591098,330.6047166,1491.11664,159.7415578,23.68635519,228.2726799,237.8837369,33.1377203,40.4421119,12.14936375,76.64157518,444.3440078,20.78762894,55.07894565
165.5349537,34.47192356,1492.208436,290.5685804,1463.685496,143.5216131,20.84825879,237.8329386,265.8118402,49.52999719,57.70884047,12.12783003,73.64291194,444.404201,20.79468695,67.05299452
170.2172694,41.98153007,1496.613586,228.4554194,1419.03684,140.8934079,17.92093036,240.373036,259.7758456,49.52999719,57.52276511,12.12783003,54.23116132,468.1500068,25.80097861,67.05299452
172.7424297,42.68438712,1493.869615,224.1683364,1423.001244,142.9807008,18.05118926,241.414715,285.8893563,49.52999719,57.51955991,12.12783003,53.99720018,479.4348773,26.91362565,67.05299452
171.9427048,42.02147238,1451.967349,223.2512295,1374.518093,143.1958622,17.72097041,230.1689072,269.9402521,49.52999719,57.51955991,11.57782467,54.10310383,483.9683087,26.06007464,60.56017025
168.753766,34.4988447,1486.026257,213.705454,1423.0878,140.830925,17.43003811,240.9138941,268.5337917,49.52999719,57.51955991,12.14301323,54.2139814,476.0577297,25.8424776,67.05299452
169.8718739,34.50166021,1481.363574,218.7316544,1427.523861,137.3930364,17.27696532,241.0399436,264.0757039,49.52999719,57.51955991,12.12783003,54.2077816,490.3910602,20.84554556,67.05299452
168.0021067,34.48962622,1479.050924,222.332974,1432.446017,138.5386578,18.63667329,240.8829596,261.4956906,49.52999719,57.52157383,12.12783003,53.96601241,501.8052872,20.82852471,67.05299452
169.9283111,44.04090146,1498.819334,251.4895946,1504.633736,149.6740574,28.74351403,247.8532328,267.9365353,55.27249719,61.94906171,13.27933003,61.46738832,486.0750819,22.00463355,71.51449452
130.212891,46.14651303,1508.488576,296.9444834,1411.611265,150.6863192,37.12736847,254.4085283,273.2925556,61.01499719,66.31792414,10.03078713,77.33504328,393.3782377,28.26943228,29.82308592
132.3497987,46.17032171,1244.552823,376.9279586,1214.691363,120.7348275,39.15462397,167.6087177,270.3567433,49.17020798,53.75276556,8.380771047,85.25399961,404.766246,28.28688892,16.11146317
131.9320382,38.81683034,1247.897527,389.1419584,1190.598022,119.3650289,38.19021082,169.5358567,257.6473272,49.17020798,53.82035074,8.380771047,88.84386418,415.9814724,28.44056389,16.32889662
128.9166655,38.76272606,1120.741376,401.6222753,1005.546625,109.3708875,37.80113324,143.0940256,226.9353941,44.6227203,48.85238723,7.830765685,98.1967767,374.2365993,23.37903658,16.50946017
55.6491533,38.65889994,1068.645789,393.3987655,909.3983708,111.0012413,32.38742091,122.3156676,160.5013421,22.37764918,20.69360682,7.830765685,92.56199909,117.9935012,23.27027194,16.84932256
55.52293654,38.54409107,995.5209252,315.4065947,349.3568829,41.61660021,25.51207445,94.78635304,104.6253637,15.10699921,12.56968366,5.053026812,65.49857726,117.7405059,23.15703444,16.90072014
56.24492506,39.29713939,992.2427674,223.0579501,299.9921237,38.9361842,19.68832293,113.5141871,136.9686296,15.10699921,12.56968366,4.778024131,43.04960708,118.6876881,24.29507389,17.1104162
55.52445623,22.5652595,972.4585024,123.9817373,287.7699272,38.9361842,16.09174875,97.64008132,107.2723177,15.13689219,12.56968366,4.778024131,37.04182978,117.7477554,13.83765067,17.202566
55.50708352,14.77189268,964.0633773,122.6645476,287.7699272,38.9361842,15.588312,115.218469,97.67239172,15.2166298,12.58586119,4.778024131,34.97758941,117.7171495,9.605605479,17.53565596
55.4902459,14.78389789,967.3127234,119.980395,287.7699272,38.9361842,15.33422437,100.7881853,94.46172246,15.26226061,12.71334078,4.778024131,32.92079343,117.6853829,9.62124634,17.58627842
55.47899978,14.78711203,974.7650814,121.9551903,287.7699273,38.9361842,15.26530542,119.8914656,91.17757675,15.36746073,12.88369028,4.778024131,32.57227463,117.6649183,9.624810052,17.87806358
55.68382087,14.93025467,1073.265918,132.505092,299.9921252,38.9361842,17.38192094,140.6519434,94.51247998,15.53137989,13.00971887,4.778024131,34.01336792,118.0777315,9.767469284,17.94322649
55.65670345,22.62125844,1076.363467,169.9320642,349.3583587,41.61660021,21.93440181,184.8603393,91.39244429,15.86562782,13.13297031,5.053026812,41.59186511,118.0252538,13.73431187,18.24063577
64.8811103,38.55964748,1305.001492,341.5706273,778.3033428,147.7902739,27.29155393,224.8255439,138.8677699,23.70960729,26.87064471,7.280760323,73.10742216,193.6734512,28.1856986,24.03340033
123.9545776,42.84982088,1413.384678,351.145116,517.3875771,125.9805729,26.64494771,237.7229453,136.0138821,23.3235906,29.00546106,6.845437714,87.67686221,359.6815623,26.23211633,38.57480616
166.3263612,41.78939437,1445.33803,315.3363188,1048.293303,149.3784119,24.1150943,238.7886829,208.499136,33.1377203,40.73937049,12.12783003,73.57386604,446.1099726,20.59448975,55.07894565
166.2513394,34.31014366,1480.951673,298.732252,1093.237064,132.6419888,21.23907472,245.4472006,232.3688484,49.52999719,57.91202293,12.13192164,70.78977134,446.0728506,20.61220139,67.05299452
170.5790472,41.80408526,1494.997876,248.8585057,1048.032172,131.5484639,18.27133624,240.7845959,223.1898173,49.52999719,57.57227879,12.12957399,52.4601098,452.5184761,25.60972864,67.05299452
171.7320385,42.55130696,1498.585044,243.6010667,1059.245781,133.4316094,18.41622739,237.080122,253.5666935,49.52999719,57.51955991,12.12783003,52.27137971,454.3137553,26.75006699,67.05299452
171.350577,41.84528936,1455.736493,247.3295075,1027.45787,136.2054346,18.15173774,223.3860663,233.0102895,49.52999719,57.51955991,11.57782467,52.38388075,454.1009015,25.8284549,60.56017025
167.5981639,34.32954663,1490.082444,241.7835406,1103.538129,134.7633613,17.87377907,232.1032376,230.4548801,49.52999719,57.51955991,12.13158931,52.75091675,448.5672643,25.63779398,67.05299452
167.5073702,34.32485343,1490.980009,237.1073389,1098.345201,125.304993,17.6979771,230.5626057,226.7207316,49.52999719,57.51955991,12.12894395,52.58491124,448.2718249,20.63285271,67.05299452
165.021733,34.3066925,1492.578199,222.171422,1061.372232,123.450697,19.03519599,228.2394649,223.1932624,49.52999719,57.51955991,12.12783003,51.89826679,439.6162412,20.60851764,67.05299452
168.5096017,43.8425282,1506.121122,244.7237649,1071.895595,139.9235991,29.17259979,232.6003874,229.6140385,55.27249719,61.82374008,13.27933003,58.82689441,442.2828286,21.78226642,71.51449452
129.509705,45.95693588,1511.818942,277.353971,950.0469081,144.495318,37.59588132,238.7244559,236.0503211,61.01499719,66.15956578,10.03078713,73.8570942,371.3835384,28.0442905,31.98057312
129.5135926,45.95407855,1144.443121,341.7108553,750.8081277,117.1360003,39.671295,149.001625,235.2294906,49.17020798,53.54961157,8.380771047,81.00546462,371.3766324,28.04075561,18.07606425
129.7373521,38.59453517,1072.696888,357.3583663,726.4218385,118.8567944,38.74471717,150.5130629,218.9175132,49.17020798,53.60979162,8.380771047,83.86525446,371.7759446,28.18178472,19.32489028
129.7329136,38.57449084,914.4563484,385.8466627,577.0053073,112.1915496,38.37115303,124.8100915,194.0345212,44.6227203,48.65373976,7.830765685,92.89830657,371.755079,23.16422237,18.49501762
55.45314273,38.50192407,857.2990701,368.3117424,552.6638422,116.0918607,32.99843683,106.8222933,137.1333227,22.37764918,20.69360682,7.830765685,87.48391422,117.6182821,23.09684791,19.73383309
55.3500504,38.39053398,764.8662778,279.4936917,349.3568844,41.61660021,26.21617085,74.96456498,79.51470509,15.10699921,12.56968366,5.053026812,62.0001584,117.4286777,22.99211155,18.79422288
56.15121032,39.19892041,719.5931771,189.7386035,299.9921252,38.9361842,20.51973081,101.1268913,115.2544512,15.10699921,12.56968366,4.778024131,41.11540548,118.5409583,24.19418902,20.2180829
55.38284642,22.439518,676.0625662,141.6801737,287.7699287,38.9361842,17.01166478,90.16253912,84.29265677,14.65758075,11.97129268,4.778024131,36.01711364,117.496846,13.71701475,19.37736388
56.20859313,14.64063697,649.3485324,130.4579352,287.7699286,38.9361842,16.60980341,107.358682,85.37845029,14.68489806,11.97129268,4.778024131,35.23103445,123.3321047,9.47550244,20.86678292
61.53123733,14.66086094,640.1771179,120.5324399,314.4885662,38.9361842,16.43582497,93.17611449,85.44278043,14.71882943,11.97129268,4.778024131,34.44935114,185.7938748,9.498985293,19.71354044
60.05233281,14.67279166,638.3877576,119.6586454,322.9218817,41.7209559,16.38286506,109.1254416,89.47350373,14.73445833,11.97129268,4.778024131,35.44866204,203.2976217,9.512154255,21.13542282
62.02800122,15.33742183,713.6640506,127.4174034,319.7533893,45.2253817,18.5878275,115.7745277,112.7901109,14.82233475,12.09511378,4.778024131,38.98930377,219.3318118,10.17897905,19.88322784
61.84826042,23.06237174,722.3907823,162.4291707,378.983058,51.23299724,23.15477873,120.7815779,112.3725743,14.8108957,12.14048607,5.053026812,47.54923015,208.4048778,14.18076071,21.38434013
66.1050717,38.73780435,947.6735309,287.4324055,690.5151548,192.9526029,28.34912323,138.3135571,152.5425328,23.26018883,25.97407639,7.280760323,74.54215884,195.6742557,28.37203278,24.14190211
124.1637656,42.80453717,1088.302555,369.3491319,519.169585,155.57865,27.54020922,203.6014839,144.0481939,18.77610292,23.70597597,6.845437714,87.35545227,359.9087091,26.20004809,38.68330794
166.3380183,41.75550255,1208.297845,318.4516127,1049.099734,169.8749275,24.80508047,191.981062,207.8150404,24.04274494,30.70784432,12.12783003,74.51497684,446.1066126,20.57031694,55.18744743
166.324353,34.27761968,1357.254076,353.3834082,1011.853974,145.8780007,21.76773065,210.1081693,231.9163468,37.68520798,45.27674824,12.12783003,71.68733923,446.1294928,20.58292505,67.00907308
170.335128,41.78666113,1468.370344,289.0570596,1072.43178,141.40738,18.6779048,208.3880137,222.6633883,49.52999719,57.79673575,12.12952185,54.19698781,452.3430506,25.59686663,67.04059351
171.4402831,42.55838769,1482.31197,267.8467254,1097.091924,140.5810243,18.69590461,207.5016909,253.7363868,49.52999719,57.73620236,12.12821521,53.79018375,453.8628808,26.75900243,67.05299452
171.0466064,41.87014015,1438.989884,260.6806409,1095.594091,143.3030129,18.36099557,196.2397616,234.2789627,49.52999719,57.72365757,11.57782467,53.31324341,453.379939,25.85693081,60.56017025
167.084153,34.3519289,1476.153721,247.7604684,1181.62778,138.0856735,18.02454626,198.3598382,231.7122648,49.52999719,57.66819952,12.13651636,52.84121972,447.4621152,25.66334642,67.05299452
166.9344838,34.35003181,1480.101798,239.5523433,1167.048065,127.7628437,17.78972789,200.701199,228.9836656,49.52999719,57.63999407,12.12783003,52.36049761,447.0244186,20.66165286,67.05299452
164.5367568,34.33671635,1478.740727,231.4003856,1129.446743,125.3170296,19.09053374,159.9512892,226.2353246,49.52999719,57.58249989,12.12783003,51.80105454,438.4874358,20.64387629,67.05299452
167.950912,43.88086873,1488.890947,252.6728331,1169.241802,140.7942237,29.15973774,170.3779427,233.6053768,55.27249719,61.87196492,13.27933003,58.8398398,441.0909387,21.82602396,71.51449452
129.0032815,46.00430687,1492.668673,289.3711608,1068.224793,143.411595,37.55402443,165.7499614,240.7357891,61.01499719,66.17948953,10.03078713,73.81118193,370.313325,28.09708514,31.45013884
128.9578169,46.01702646,1220.287227,359.6194764,872.3290349,113.9428269,39.59388067,122.7996557,240.0078228,44.6227203,48.65553832,8.380771047,81.12581669,370.2084116,28.10491085,17.54010823
128.9816032,38.5143504,1213.705459,371.8372414,845.8524343,115.1120166,38.627129,121.0770862,218.4396117,35.52774494,38.72622979,8.380771047,84.05122749,370.2212761,28.10553243,18.41626058
129.1663396,38.49644043,1078.106693,397.145622,670.1999673,107.721417,38.21602342,115.4404882,193.2292753,35.52774494,38.78504034,7.830765685,93.15412255,370.6131378,23.09009969,17.85956106
