dispatcher,reopt,original_load
221.91,82.0359,1348.53
14.21,14.2092,1373.7
2.07,0,1355.19
0.83,0,1423.07
0.43,0,1403.06
2.68,0,1410.54
418.40,381.185,1484.21
733.03,762.441,1306.08
835.81,846.301,1030.31
924.52,924.515,976.94
811.99,811.99,811.99
791.88,791.88,791.88
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
538.72,374.35,374.35
594.44,499.77,499.77
750.62,677.75,677.75
1109.80,1142.05,1419.63
664.43,664.425,1400.25
412.16,409.635,1378.76
467.35,462.287,1406.14
560.56,527.68,1365.43
614.48,609.943,1435.95
977.28,1004.02,1450.53
1002.45,1004.02,1435.96
987.77,987.583,1450.86
1027.62,1004.02,1260.42
898.64,898.639,1004.95
942.69,942.692,974.23
811.33,811.33,811.33
752.22,752.22,752.22
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
365.72,365.725,405.2
263.28,263.278,428.28
379.94,379.938,835.26
0.00,0,822.9
0.00,0,791.14
0.00,0,819.43
0.00,0,827.07
0.00,0,833.86
0.00,0,486.91
0.00,0,484.88
0.00,0,539.54
0.00,0,469
2.06,57.6221,309.13
46.66,227.034,284.68
243.72,336.01,336.01
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,91.0021,272.94
287.12,287.12,287.12
234.73,61.1783,284.68
132.83,137.027,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,335.74
0.00,0,422.17
0.04,0,354.54
34.12,216.591,284.68
254.21,336.01,336.01
313.44,321.83,321.83
295.29,297.39,297.39
272.94,272.94,272.94
256.53,78.7821,260.72
256.53,260.72,260.72
256.53,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
256.69,256.692,284.68
215.56,111.492,309.13
124.08,124.077,309.13
1.30,0,286.88
0.00,0,230.92
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,297.55
0.00,0,415.35
0.00,0,490.5
57.69,58.2272,417.49
57.51,58.0454,284.68
283.58,282.504,336.01
321.83,321.83,321.83
297.39,297.39,297.39
300.76,272.94,272.94
286.01,260.72,260.72
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
368.31,322.79,322.79
381.94,374.35,374.35
473.82,422.88,422.88
638.63,648.3,648.3
1010.65,924.67,1365.58
322.42,322.954,1366.87
0.61,0,1341.59
0.00,0,1347.74
0.00,0,1302.1
0.00,0,1366.32
0.00,0,1380.79
0.13,0,1370.27
300.20,298.642,1401.04
581.00,578.494,1232.79
749.79,753.983,978.72
868.69,868.69,934.9
752.51,752.51,752.51
720.57,720.57,720.57
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
464.96,485.9,485.9
692.84,663.47,663.47
1054.68,887.778,1368.79
302.11,302.649,1353.04
1.55,0,1330.79
0.00,0,1341.25
0.00,0,1296.01
0.00,0,1347.37
0.00,0,1347.18
0.17,0,1348.44
269.88,264.121,1395.76
548.71,550.448,1227.2
776.96,781.154,974.77
866.65,866.645,917.19
736.93,736.93,736.93
711.87,711.87,711.87
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
478.89,404.76,404.76
644.58,577.87,577.87
990.19,825.817,1275.5
298.65,395.114,1238.78
115.24,0,1189.86
58.95,79.9189,1246.42
1.62,0,1212.72
1.04,0,1269.17
1.50,0,1275.87
2.72,0,1281.37
429.23,421.38,1343.32
742.19,733.293,1164.94
648.62,669.592,861.12
758.77,758.768,802.42
654.46,654.46,654.46
640.31,640.31,640.31
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
519.30,409.04,409.04
628.18,577.89,577.89
968.79,812.002,1275.47
239.40,229.449,1256.03
84.67,98.7626,1275.89
2.02,0,1300.67
1.92,0,1275.12
0.26,0,1338.73
0.82,0,1340
2.24,0,1329.32
250.24,246.577,1355.45
571.22,518.382,1167.26
638.72,697.445,874.77
767.31,767.311,802.4
644.15,644.15,644.15
640.27,640.27,640.27
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
362.30,362.298,404.28
295.35,295.354,428.4
332.59,332.59,788.33
0.00,0,740.47
0.00,0,691.54
0.00,0,758.3
0.00,0,760.52
0.00,0,764.65
0.00,0,430.14
0.00,0,430.32
0.00,0,479.31
0.00,0,411.28
1.03,54.4892,309.13
50.84,229.122,284.68
222.98,325.75,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,91.0021,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
234.33,56.5833,284.68
161.04,163.135,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,329.97
98.60,98.5959,309.13
218.47,218.47,284.68
325.75,325.75,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
374.35,374.35,374.35
363.54,363.541,404.06
475.19,475.187,603.22
903.97,903.966,1349.68
376.37,516.415,1380.72
186.46,44.3686,1346.44
37.39,39.4832,1350.1
0.00,0,1299.74
0.55,0,1348.86
0.00,0,1346.72
2.07,0,1342.87
285.63,350.085,1388.31
546.58,463.217,1210.13
711.47,732.448,934.21
832.10,832.097,886.61
713.06,713.06,713.06
707.04,707.04,707.04
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
470.30,406.24,406.24
596.13,588.93,588.93
1036.42,856.874,1304.05
318.26,446.72,1305.9
159.84,28.242,1303.37
21.49,25.6846,1329.2
1.60,0,1289.38
0.23,0,1344.2
0.00,0,1344.64
2.05,0,1342.63
292.45,358.979,1390.97
571.78,484.22,1224.24
718.82,741.889,956.6
842.48,842.481,910.57
732.66,732.66,732.66
698.75,698.75,698.75
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
445.82,404.51,404.51
594.01,577.86,577.86
1010.18,828.105,1275.49
425.17,425.63,1238.79
143.98,143.976,1249.28
0.56,0,1276.88
100.43,100.433,1247.51
0.41,0,1320.92
0.00,0,1334.1
3.27,0,1336.66
283.08,426.635,1387.26
616.80,474.711,1207.63
713.51,715.609,926.77
792.30,792.304,864.78
666.41,666.41,666.41
707.05,707.05,707.05
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
381.40,404.61,404.61
566.58,445.202,577.83
979.49,840.408,1275.47
212.06,212.597,1238.76
0.39,0,1254.57
0.00,0,1271.02
0.00,0,1233.03
0.00,0,1296.01
0.00,0,1303.01
0.98,8.2994,1304.75
239.44,227.389,1355.06
432.04,422.084,1179.44
688.86,703.544,911.99
811.56,811.56,872.13
666.42,666.42,666.42
707.06,707.06,707.06
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
361.42,404.65,404.65
529.29,445.838,577.84
1018.58,839.037,1299.58
251.80,252.335,1279.96
0.84,0,1265.24
0.00,0,1290.98
0.00,0,1273.87
0.00,0,1340.23
0.00,0,1345.16
22.09,0,1347.78
255.48,256.016,1399.56
540.40,492.739,1232.81
698.50,767.715,978.04
882.83,882.825,942.56
766.00,766,766
753.09,753.09,753.09
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
477.17,477.173,521.87
414.95,414.953,553.22
452.26,452.262,919.28
39.29,39.2914,892.08
0.00,0,847.59
0.00,0,848.85
0.00,0,846.92
0.00,0,844.45
0.00,0,505.08
0.00,0,497.21
0.00,0,526.15
0.00,0,447
9.47,41.9574,309.13
132.09,27.7602,284.68
149.57,325.75,325.75
275.70,321.84,321.84
295.29,297.39,297.39
272.94,91.0021,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
242.68,246.876,284.68
177.93,186.318,309.13
0.00,0,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,399.28
0.00,0,456.82
220.63,220.632,426.78
229.96,229.958,284.68
325.75,325.75,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
374.35,374.35,374.35
352.62,352.62,404
423.53,423.53,577.88
918.89,918.888,1320.95
350.09,448.535,1321.44
113.61,9.27947,1291.3
27.63,33.92,1309.03
0.00,0,1274.33
1.26,0,1335.9
0.00,0,1337.65
17.92,18.4495,1337.23
494.40,612.877,1385.29
668.31,536.714,1211.36
749.18,761.765,940.97
817.85,817.852,897.22
725.38,725.38,725.38
713.78,713.78,713.78
397.25,384.61,384.61
322.79,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
475.50,374.35,374.35
516.09,462.92,462.92
687.87,658.49,658.49
1178.51,1179.4,1380.75
820.12,820.121,1380.71
356.75,354.216,1343.81
253.03,250.5,1347.45
76.73,21.0993,1299.76
128.99,129.529,1352.65
1.91,0,1354.16
110.96,0,1354.58
476.10,487.428,1406.94
659.91,691.375,1236.09
664.92,734.136,970.36
819.97,819.969,898.71
717.22,717.22,717.22
708.72,708.72,708.72
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
553.32,470.81,470.81
701.88,660.15,660.15
1126.40,962.03,1386.44
384.14,554.471,1386.79
198.20,24.6534,1347.82
62.60,66.7923,1360.7
0.71,0,1325.64
0.49,0,1398.78
1.40,0,1412.04
1.79,0,1406.5
397.31,515.314,1450.31
702.23,570.628,1268.04
785.41,802.187,999.98
911.04,911.042,964.72
798.39,798.39,798.39
778.37,778.37,778.37
384.61,384.61,384.61
368.31,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
475.50,374.35,374.35
565.77,516.02,516.02
730.81,721.32,721.32
1178.51,1179.4,1432.75
1067.46,1111.69,1414.95
1067.46,1111.69,1389.76
446.23,317.26,1414.21
126.10,0,1369.72
0.00,0,1444.17
0.05,0,1454.2
105.84,141.004,1451.79
530.06,582.497,1491.47
734.87,607.46,1297.98
778.69,818.543,1013.83
895.46,895.457,970.23
801.21,801.21,801.21
790.39,790.39,790.39
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
497.39,374.35,374.35
614.25,554.56,554.56
751.28,731.39,731.39
1178.51,1179.4,1442.8
1067.46,970.905,1438.55
1067.46,1111.69,1432.35
1067.46,1111.69,1452.92
1067.46,1111.69,1393.52
1100.05,1066.89,1453.84
1100.05,1066.89,1457.74
1100.05,1066.89,1464.21
1100.05,1066.89,1521.47
1100.05,1066.89,1333.75
811.63,813.724,1036.79
927.69,927.69,982.83
806.77,806.77,806.77
795.44,795.44,795.44
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
503.70,503.696,548.81
365.02,365.02,579.94
508.12,508.117,942.97
110.06,110.06,929.43
0.00,0,903.63
0.00,0,908.39
0.00,0,902.8
0.00,0,899.4
0.00,0,557.28
0.00,0,549.28
0.00,0,587.39
0.00,0,510.13
3.05,175.033,397.89
31.82,32.3552,284.68
296.39,325.75,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
287.12,105.182,287.12
246.01,252.306,284.68
202.80,153.49,309.13
0.00,0,309.13
0.00,0,295.71
0.00,0,356.88
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,278.34
0.00,0,401.58
0.00,0,396.33
196.63,196.629,400.48
238.73,238.73,284.68
325.75,325.75,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
374.35,374.35,374.35
432.10,432.096,495.59
499.51,499.51,674.12
955.20,955.195,1395.27
464.39,590.237,1388.93
321.65,195.831,1348.14
149.94,152.037,1354.88
0.68,0,1309.64
1.24,0,1372.44
0.66,0,1376.35
36.08,36.6116,1372.31
376.10,505.066,1422.43
610.79,479.188,1246.57
745.18,747.277,985.59
877.01,877.013,954.71
789.77,789.77,789.77
767.19,767.19,767.19
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
475.50,374.35,374.35
555.52,408.04,408.04
720.61,611.16,611.16
1178.51,1179.4,1352.4
1067.46,1111.69,1340.83
1043.77,1043.77,1323.02
955.07,929.592,1340
658.34,635.577,1292.87
1.50,0,1349.25
0.80,0,1355.77
2.26,0,1366.67
500.45,645.594,1430.44
679.99,533.706,1254.72
756.83,761.024,984.09
886.61,886.613,938.62
751.12,751.12,751.12
738.11,738.11,738.11
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
475.50,374.35,374.35
597.96,518.81,518.81
741.09,718.92,718.92
1149.50,1038.23,1427.97
771.07,882.231,1398.75
598.93,482.981,1364
108.82,115.112,1375.81
1.82,0,1325.17
0.20,0,1387.9
7.35,0,1390.23
182.01,94.4554,1388.59
362.65,304.638,1436.9
825.20,896.514,1253.67
640.98,722.778,985.11
868.40,868.399,952.78
777.12,777.12,777.12
753.42,753.42,753.42
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
514.21,481.74,481.74
726.54,660.17,660.17
1135.91,956.366,1372.63
339.89,340.423,1360.32
3.60,4.13343,1336.49
0.00,0,1342.34
0.00,0,1292.64
0.00,0,1346.64
0.05,0,1348.32
12.03,19.3436,1349.63
249.66,237.609,1400.16
453.86,443.911,1231.97
755.53,770.211,978.03
911.82,911.823,950.88
788.00,788,788
789.66,789.66,789.66
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
560.28,494.22,494.22
716.69,664.5,664.5
1112.34,932.796,1369.32
355.53,351.87,1345.45
153.51,158.994,1312.53
2.03,0,1334.24
1.85,0,1291.2
0.00,0,1347.46
0.00,0,1350.49
30.97,0,1352.16
538.92,476.528,1405.57
485.51,534.816,1236.88
690.30,734.345,979.55
857.80,857.795,943.22
759.78,759.78,759.78
732.32,732.32,732.32
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
438.24,438.239,482.1
435.58,435.576,521.21
627.46,627.457,884.15
206.39,206.389,862.22
0.00,0,827.57
0.00,0,838.97
0.00,0,843.39
0.00,0,848.44
0.00,0,512.63
0.00,0,510.86
0.00,0,558.17
0.50,0,492.39
2.69,12.607,309.13
62.26,206.983,284.68
149.57,325.75,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,78.7821,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
253.97,256.066,284.68
225.99,46.1532,309.13
139.32,141.413,309.13
13.66,17.8557,272.46
0.00,0,252.08
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
86.48,86.4818,309.13
208.03,208.027,284.68
325.75,325.75,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
374.35,374.35,374.35
527.96,529.885,560.17
670.72,670.834,739.55
1178.51,1179.4,1445.58
1067.46,1111.69,1420.72
1065.17,1060.11,1383.43
1067.42,1011.79,1390.25
1065.10,936.129,1345.71
821.97,808.562,1405.72
1008.77,1002.89,1414.05
1047.35,1066.89,1421.28
1089.56,1015.96,1478.61
1085.82,1066.89,1294.52
884.19,894.678,1004.54
905.15,905.154,959.25
771.89,771.89,771.89
747.50,747.5,747.5
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
547.54,474.86,474.86
705.43,538.526,651.73
1108.24,1145.51,1369.58
770.69,770.687,1367.2
406.07,406.067,1340.73
350.63,350.627,1345.86
99.06,99.0605,1297.1
3.37,0,1352.35
2.06,0,1352.18
2.48,0,1349.28
314.26,314.795,1397.56
564.22,608.261,1229.42
753.83,716.8,965.87
851.49,851.489,913.73
736.74,736.74,736.74
720.37,720.37,720.37
384.61,384.61,384.61
368.31,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
398.65,322.79,322.79
475.50,374.35,374.35
527.90,475.95,475.95
674.86,659.6,659.6
999.08,958.621,1383.24
406.28,461.522,1383.06
89.29,31.1004,1348.21
4.43,6.52422,1352.23
0.08,0,1299.62
0.00,0,1350.96
0.00,0,1350.69
1.19,0,1350.97
284.55,253.741,1400.83
500.27,437.885,1230.33
654.43,748.809,959.97
865.44,865.439,901.99
725.83,725.83,725.83
714.33,714.33,714.33
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
463.24,413.33,413.33
690.66,653.12,653.12
1148.21,968.668,1379.92
558.51,625.629,1380.67
315.72,248.917,1345
144.29,144.285,1350.47
0.61,0,1304.97
0.00,0,1370.02
2.71,0,1372.41
9.79,104.242,1364.19
489.83,506.609,1406.81
666.16,494.706,1235.98
679.89,742.81,979.87
868.44,868.438,950.73
766.55,766.55,766.55
753.03,753.03,753.03
384.61,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
569.63,453.45,453.45
686.86,657.33,657.33
1145.98,963.902,1383.09
520.24,583.158,1383.94
246.91,183.988,1347.21
74.49,74.4848,1352.31
0.23,0,1302.21
0.00,0,1360.94
1.84,0,1361.23
1.99,0,1355.42
279.02,279.554,1402.63
583.87,642.601,1232.64
761.84,706.407,970.29
865.01,865.012,914.93
725.61,725.61,725.61
724.02,724.02,724.02
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
497.30,497.304,538.45
453.14,453.142,580.34
498.88,498.878,941.25
104.32,104.323,928.08
0.00,0,905.32
0.00,0,923.26
0.00,0,935.75
0.00,0,946.86
0.00,0,610.45
0.00,0,595.93
0.00,0,630.97
0.00,0,557.41
50.78,177.651,473.02
146.80,249.568,322.67
216.30,316.978,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,78.7821,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
245.61,247.711,284.68
241.20,67.6539,363.84
56.32,56.3204,493.68
0.00,0,494.93
0.00,0,423.04
0.00,0,456.42
0.00,0,436.74
0.00,0,472.32
0.00,0,446.73
0.00,0,476.73
0.00,0,496.34
0.00,0,561.62
297.82,297.822,524.23
443.65,443.646,520.09
525.22,525.22,525.22
485.88,485.88,485.88
335.75,335.75,335.75
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
373.51,374.35,374.35
552.69,552.8,578.49
628.04,628.15,771.43
1084.43,1084.43,1503.85
944.99,944.987,1500.79
791.51,710.589,1478.37
533.55,578.171,1498.17
617.07,435.131,1443.94
768.86,768.855,1511.8
290.73,288.34,1519.38
766.33,658.51,1516.52
768.86,768.855,1558.75
768.86,768.855,1354.99
768.86,768.855,1053.97
916.52,916.521,986.49
794.04,794.045,804.07
794.65,794.65,794.65
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
246.88,246.876,284.68
231.54,231.535,383.17
88.35,88.3527,445.3
0.00,0,433.67
0.00,0,371.66
0.00,0,360.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,265.5
0.00,0,434.77
0.00,0,458.22
44.68,45.2114,465.88
120.60,247.475,369.07
269.13,141.723,325.75
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
316.35,260.72,260.72
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
398.65,322.79,322.79
381.94,374.35,374.35
431.52,417.17,417.17
655.73,633.42,633.42
1063.90,937.459,1335.97
319.48,320.018,1326.13
1.08,0,1293.62
0.00,0,1313.18
0.00,0,1282.24
0.00,0,1340.84
0.00,0,1342.62
16.52,0,1342.08
269.46,251.113,1390.48
458.89,398.599,1211.93
611.89,707.043,933.98
839.61,839.606,886.6
708.20,708.198,716.97
708.65,708.65,708.65
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
381.94,374.35,374.35
388.52,405.35,405.35
489.25,471.549,577.86
992.10,1052.94,1275.5
212.70,213.234,1238.77
0.00,0,1189.88
0.00,0,1264.28
0.00,0,1234.39
0.00,0,1308.94
0.00,0,1328.32
0.12,0,1338.32
214.42,214.957,1390.04
441.17,439.605,1215.55
695.56,696.709,932.21
792.09,792.095,866.45
643.52,643.523,644.15
707.05,707.05,707.05
397.25,384.61,384.61
398.65,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
406.65,310.56,310.56
398.65,322.79,322.79
475.50,374.35,374.35
498.30,455.11,455.11
556.77,588.96,588.96
1083.71,1083.71,1330.59
829.78,844.461,1357.22
863.26,863.255,1338.21
389.97,371.139,1345.34
179.62,183.813,1299.56
0.05,0,1359.9
7.89,0,1367.35
70.32,51.9809,1372.85
462.28,570.832,1431.88
760.47,600.534,1256.8
658.94,736.545,989.27
927.63,927.631,957.29
781.92,781.923,793.41
767.31,767.31,767.31
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
287.12,287.12,287.12
430.39,430.395,440.42
427.01,427.009,500.32
580.33,580.334,871.28
368.53,368.527,867.71
0.00,0,840.7
0.00,0,846.09
0.00,0,849.51
0.00,0,853.41
0.00,0,519.98
0.00,0,520.33
0.00,0,569.37
0.00,0,501.95
40.86,167.734,448.9
130.17,312.642,364.44
302.92,317.604,325.75
317.65,321.84,321.84
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
256.53,260.72,260.72
272.94,272.94,272.94
295.29,115.452,297.39
242.25,66.6088,284.68
193.59,201.983,309.13
1.68,1.68333,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,390.16
0.00,0,437.35
84.81,91.0973,322.1
238.30,186.895,284.68
317.60,319.693,325.75
313.44,321.83,321.83
295.29,297.39,297.39
272.94,272.94,272.94
256.53,260.72,260.72
304.27,310.56,310.56
304.27,310.56,310.56
304.27,310.56,310.56
318.60,322.79,322.79
382.51,384.61,384.61
457.18,457.181,481.2
568.45,568.454,653.67
933.64,935.735,1366.62
347.33,347.868,1359.62
4.04,4.57116,1336.51
0.00,0,1343.97
0.00,0,1301.79
0.00,0,1364.25
0.00,0,1370.51
1.25,6.4743,1369.97
219.26,217.694,1421.6
428.73,425.066,1247.17
754.27,754.265,986.73
911.33,911.33,955.4
782.03,782.032,787.88
759.73,759.73,759.73
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
490.82,384.61,384.61
627.40,487.23,487.23
691.14,662.12,662.12
1084.43,1084.43,1377.3
944.99,944.987,1372.99
632.14,632.137,1340.81
209.57,209.569,1344.95
38.18,12.8932,1295.94
1.72,0,1349.32
0.36,0,1350.62
42.12,38.4554,1350.97
458.39,368.736,1400.33
612.14,666.671,1232.69
702.12,741.266,973.03
845.33,845.326,918.01
734.66,734.661,736.75
720.19,720.19,720.19
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
430.13,384.61,384.61
602.64,456.62,456.62
667.84,649.28,649.28
1078.95,1003.09,1368.39
478.33,476.763,1366.33
166.08,131.652,1340.12
47.80,85.5493,1345.83
1.54,0,1297.17
0.28,0,1352.78
0.33,0,1353.69
2.60,0,1351.57
226.76,253.988,1399.85
458.33,423.209,1231.11
725.96,736.447,972.88
870.54,870.54,925.68
742.96,742.964,751.11
738.71,738.71,738.71
397.25,384.61,384.61
337.96,322.79,322.79
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
313.09,310.56,310.56
337.96,322.79,322.79
