dispatcher,reopt,original_load
412.43,384.61,384.61
545.17,466.78,466.78
562.59,577.89,577.89
1040.49,1040.49,1275.49
843.19,843.186,1277.83
514.07,514.07,1298.56
442.75,442.752,1336.06
252.31,252.306,1297.04
194.87,194.869,1363.25
485.03,486.561,1372.35
759.43,759.543,1377.36
1040.49,1040.49,1423.19
1040.49,1040.49,1258.56
1035.11,1035.11,1035.11
1004.89,1004.89,1004.89
795.38,795.38,795.38
746.67,746.67,746.67
384.61,384.61,384.61
322.79,322.79,322.79
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
466.24,466.24,466.24
224.25,224.251,428.31
149.83,149.834,777.05
0.00,0,834.89
0.00,0,822.71
0.00,0,843.54
0.00,0,853.44
0.00,0,856.31
0.00,0,516.65
0.00,0,514.51
0.00,0,557.04
160.57,340.945,474.2
368.62,370.72,370.72
260.29,346.28,346.28
287.55,346.28,346.28
309.26,321.84,321.84
297.39,297.39,297.39
264.55,272.94,272.94
258.62,260.72,260.72
258.62,260.72,260.72
258.62,260.72,260.72
258.62,260.72,260.72
264.55,272.94,272.94
297.39,115.452,297.39
325.90,336.39,336.39
292.54,227.963,309.88
151.99,0,309.13
10.87,33.9382,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
45.91,74.8527,329.66
368.62,370.72,370.72
287.55,346.28,346.28
342.09,346.28,346.28
312.48,322.97,322.97
273.73,298.9,298.9
255.95,274.83,274.83
262.24,262.24,262.24
256.32,262.61,262.61
262.24,262.24,262.24
256.33,262.62,262.62
268.17,274.46,274.46
295.10,117.352,299.29
335.43,337.53,337.53
282.79,291.178,311.02
0.11,0,310.64
0.00,0,274.35
0.00,0,223.57
0.00,0,223.57
0.00,0,224.52
0.00,0,224.71
0.00,0,223.57
97.09,12.9414,224.71
148.61,148.614,274.35
306.52,306.524,331.17
372.62,372.62,372.62
347.79,347.79,347.79
348.17,348.17,348.17
323.35,323.35,323.35
299.28,299.28,299.28
274.46,274.46,274.46
368.40,368.4,368.4
357.24,357.24,357.24
329.79,329.79,329.79
330.13,330.13,330.13
342.23,342.23,342.23
408.09,408.09,408.09
535.58,535.58,535.58
595.76,595.761,651.11
991.05,1040.49,1344.17
1021.61,1040.49,1261.23
789.39,791.491,1223.42
701.65,703.745,1259.53
916.44,916.443,1214.7
500.49,500.485,1265.76
502.55,503.595,1265.11
810.04,810.155,1264.85
1038.39,1040.49,1311.39
1038.39,1040.49,1165.09
931.01,933.11,933.11
897.55,897.55,897.55
718.40,720.5,720.5
640.41,640.41,640.41
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
323.92,323.92,323.92
385.37,385.37,385.37
455.64,455.64,455.64
384.17,384.165,577.99
699.05,699.048,1292.22
234.98,237.072,1238.78
1.34,0,1189.86
84.74,62.7717,1212.12
0.00,0,1210.8
197.87,197.873,1264.12
154.73,158.822,1267.05
685.33,687.539,1269.85
1038.39,1040.49,1315.78
1038.39,1040.49,1143.65
888.48,888.48,888.48
864.06,864.06,864.06
662.66,664.76,664.76
640.38,640.38,640.38
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
455.47,455.47,455.47
452.33,452.325,583.7
969.76,971.853,1275.54
692.22,694.314,1238.82
421.46,423.552,1221.41
153.94,125.097,1268.44
1.21,0,1228.44
1.66,0,1277.62
0.00,0,1268.06
177.75,175.807,1236.13
786.74,786.74,1238.72
1012.14,1014.24,1086.3
886.40,888.5,888.5
864.09,864.09,864.09
664.78,664.78,664.78
640.35,640.35,640.35
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
455.53,455.53,455.53
412.32,412.321,577.95
673.14,673.138,1275.5
379.51,379.507,1238.77
2.03,0,1189.86
71.30,68.7817,1189.85
416.94,419.035,1186.19
255.91,255.905,1265.55
605.63,605.625,1267.93
697.74,697.738,1270.65
967.67,967.675,1312.09
958.67,960.763,1086.29
888.51,888.51,888.51
864.09,864.09,864.09
662.69,664.79,664.79
640.36,640.36,640.36
384.61,384.61,384.61
322.79,322.79,322.79
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
273.32,273.32,273.32
299.28,299.28,299.28
455.64,455.64,455.64
242.60,242.602,428.49
131.79,131.793,777.18
0.00,0,740.42
0.00,0,691.51
0.00,0,725.95
0.00,0,769.93
0.00,0,775.7
0.00,0,437.98
0.00,0,437.4
0.50,32.9827,479.36
132.15,310.424,362.64
320.38,370.72,370.72
342.09,346.28,346.28
342.09,346.28,346.28
309.26,321.84,321.84
297.39,297.39,297.39
264.55,272.94,272.94
258.62,260.72,260.72
258.62,260.72,260.72
246.80,261.48,261.48
262.23,80.2921,262.23
262.27,274.85,274.85
280.04,298.92,298.92
314.88,156.012,337.95
67.76,67.7621,310.67
0.00,0,311.03
0.00,0,273.97
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
197.95,218.927,319.39
368.62,370.72,370.72
342.09,346.28,346.28
342.09,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
270.84,219.434,272.94
307.50,311.69,311.69
309.97,312.07,312.07
310.35,312.45,312.45
307.89,312.08,312.08
322.58,324.68,324.68
381.95,386.14,386.14
445.49,445.49,445.49
357.04,357.043,578.02
431.17,431.705,1275.53
53.62,54.1523,1250.33
0.00,0,1202.53
0.00,0,1270.33
0.00,0,1261.52
0.00,0,1332.29
22.31,162.837,1341.87
623.21,625.31,1341.92
896.34,898.691,1383.88
1038.39,1040.49,1198.18
952.31,954.41,954.41
864.02,864.02,864.02
662.62,664.72,664.72
651.43,651.43,651.43
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
445.09,445.09,445.09
460.93,460.927,577.89
918.96,921.059,1275.5
986.92,986.921,1238.81
281.51,99.5759,1189.86
341.87,339.393,1189.85
0.00,0,1185.79
0.00,0,1260.51
15.92,0,1258.03
211.45,153.841,1212.11
687.74,687.74,1238.93
948.02,948.023,1086.29
888.48,888.48,888.48
864.08,864.08,864.08
664.78,664.78,664.78
640.36,640.36,640.36
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
445.26,445.26,445.26
551.77,551.772,577.88
1044.86,1056.88,1295.79
991.86,1056.88,1298.85
801.72,856.252,1288.39
0.00,0,1332.64
0.00,0,1297.93
0.68,0,1351.81
3.24,0,1347.15
334.51,516.986,1337.61
890.97,932.914,1347.09
1015.74,1017.84,1124.57
886.32,888.42,888.42
861.91,864.01,864.01
664.71,664.71,664.71
640.29,640.29,640.29
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
445.51,445.51,445.51
369.43,369.434,577.88
705.26,525.414,1275.46
275.26,275.264,1238.75
146.01,33.3559,1258.62
0.68,0,1272.57
0.00,0,1235.58
0.04,0,1289.06
3.41,0,1283.36
362.29,465.06,1271.69
881.31,883.402,1264.16
977.09,977.095,1086.33
886.36,888.46,888.46
861.95,864.05,864.05
662.66,664.76,664.76
640.34,640.34,640.34
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
445.54,445.54,445.54
372.83,372.826,577.93
930.85,932.944,1275.48
724.32,726.419,1238.76
166.44,0,1270.29
85.91,84.4179,1295.24
0.00,0,1265.98
0.39,0,1311.61
504.08,322.137,1300.47
345.04,291.536,1298.92
961.94,961.94,1340.4
926.50,924.937,1173.92
730.31,912.78,912.78
809.49,864.02,864.02
664.72,664.72,664.72
640.32,640.32,640.32
384.61,384.61,384.61
322.79,322.79,322.79
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
299.29,299.29,299.29
445.35,445.35,445.35
400.09,400.095,439.57
686.28,686.284,777.14
273.80,273.8,740.4
16.41,16.406,770.82
0.00,0,788.38
0.00,0,802.15
0.00,0,816.49
2.99,0,484.05
0.09,0,480.06
180.57,358.844,515.7
250.24,162.683,396.21
349.75,370.72,370.72
344.18,346.28,346.28
344.18,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
239.75,260.72,260.72
239.75,260.72,260.72
261.10,79.1621,261.1
253.84,213.89,262.23
270.27,274.46,274.46
276.22,299.29,299.29
327.26,327.26,327.26
217.21,225.595,311.02
1.55,0,310.64
15.36,22.9356,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
238.26,252.946,309.13
366.53,370.72,370.72
344.18,346.28,346.28
341.88,348.17,348.17
314.96,323.35,323.35
297.18,299.28,299.28
270.27,219.955,274.46
308.28,312.47,312.47
310.00,312.1,312.1
310.41,312.51,312.51
312.13,312.13,312.13
324.78,324.78,324.78
386.21,386.21,386.21
435.58,435.58,435.58
319.46,323.656,578.26
588.78,589.318,1279.42
0.56,0,1239.04
0.00,0,1190.07
0.00,0,1190.07
0.00,0,1140.29
0.00,0,1190.08
0.00,0,1189.96
7.96,136.926,1195.69
469.68,652.153,1238.85
863.14,915.574,1076.19
888.65,888.65,888.65
864.21,682.272,864.21
664.89,664.89,664.89
651.58,651.58,651.58
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
436.02,436.015,440.61
291.65,291.649,578
522.20,340.262,1275.57
137.34,137.34,1265.41
0.00,0,1259.64
0.00,0,1280.09
0.00,0,1251.05
0.00,0,1318.54
1.84,0,1326.65
137.61,316.651,1310.09
613.52,795.992,1345.72
985.95,990.141,1146.58
888.45,888.45,888.45
864.05,864.05,864.05
664.74,664.74,664.74
640.32,640.32,640.32
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
437.15,437.15,437.15
409.78,409.775,577.91
921.24,739.3,1275.47
298.53,116.588,1293.55
9.46,9.45864,1291.67
1.21,0,1290.29
0.00,0,1244.85
0.22,0,1260.8
43.14,0,1212.15
441.72,441.722,1189.87
848.19,848.186,1238.76
990.87,990.874,1076.09
888.55,888.55,888.55
864.12,864.12,864.12
664.81,664.81,664.81
640.38,640.38,640.38
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.99,384.99,384.99
435.05,435.05,435.05
490.49,490.486,578
1006.84,1056.88,1275.59
1020.60,1020.6,1238.86
497.07,497.071,1189.87
1.21,0,1269.77
138.07,129.384,1235.65
242.42,242.419,1282.14
194.16,194.157,1283.17
771.35,771.349,1282.02
771.15,771.149,1276.18
949.69,949.688,1076.05
888.51,888.51,888.51
864.09,864.09,864.09
664.78,664.78,664.78
640.35,640.35,640.35
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
434.93,434.93,434.93
537.89,537.997,577.89
1056.88,1056.88,1275.48
1054.34,1054.34,1238.77
971.28,971.283,1260.35
954.54,955.215,1281.25
897.76,898.723,1237.29
981.05,981.174,1299.69
1026.73,1027.65,1299.38
1056.88,1056.88,1293
1056.88,1056.88,1327.17
1037.86,1037.86,1099.06
888.44,888.44,888.44
864.02,864.02,864.02
664.72,664.72,664.72
640.31,640.31,640.31
384.61,384.61,384.61
322.79,322.79,322.79
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
434.94,434.94,434.94
230.40,230.398,428.4
187.36,187.36,788.26
0.00,0,820.56
0.00,0,791.7
0.00,0,796.31
0.00,0,803.81
0.00,0,810.88
0.00,0,473.73
0.00,0,455.94
2.77,20.5766,489.72
157.60,97.3127,374.91
322.48,370.72,370.72
316.92,346.28,346.28
316.92,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
239.75,260.72,260.72
239.75,260.72,260.72
261.10,261.1,261.1
274.83,274.83,274.83
292.62,298.91,298.91
325.10,348.17,348.17
307.53,146.563,341.45
0.86,0.858106,311.02
0.00,0,273.59
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
149.94,108.437,309.13
344.18,346.28,346.28
344.18,346.28,346.28
322.21,322.21,322.21
297.17,299.27,299.27
270.27,274.46,274.46
258.42,262.61,262.61
307.89,312.08,312.08
308.27,312.46,312.46
310.00,312.1,312.1
320.53,324.72,324.72
386.21,386.21,386.21
462.01,466.2,466.2
585.41,585.413,598.78
971.34,971.336,1275.65
304.89,305.422,1238.85
0.43,0,1189.9
0.12,0,1213.15
0.00,0,1236.99
1.22,0,1320.08
0.51,0,1319.25
1.46,0,1305.03
170.05,352.518,1327.7
459.03,377.769,1110.27
697.97,697.971,826.84
864.03,864.03,864.03
664.75,664.75,664.75
640.34,640.34,640.34
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
385.74,385.74,385.74
465.82,465.82,465.82
590.60,590.603,598.54
1036.46,1036.46,1275.61
592.68,592.677,1238.9
196.65,98.5396,1190
1.19,0,1190.02
0.00,0,1140.2
0.71,91.5067,1190.02
1.59,0,1190.01
0.78,0,1190.02
268.86,149.839,1238.87
682.25,682.254,1076.17
726.79,726.786,827.04
853.97,853.97,853.97
664.92,664.92,664.92
640.49,640.49,640.49
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
311.32,311.32,311.32
312.08,312.08,312.08
312.46,312.46,312.46
324.30,324.3,324.3
386.52,386.52,386.52
466.13,466.13,466.13
578.52,578.878,598.72
1077.99,1077.99,1275.68
551.11,551.113,1238.9
141.86,141.854,1189.93
1.18,0,1189.9
0.00,0,1140.07
50.68,218.467,1189.89
184.26,213.623,1189.85
492.22,492.217,1189.82
751.85,751.85,1238.71
622.17,622.17,1076.03
751.27,751.272,826.88
853.84,853.84,853.84
664.81,664.81,664.81
651.51,651.51,651.51
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
312.45,312.45,312.45
324.30,324.3,324.3
386.51,386.51,386.51
466.10,466.1,466.1
590.62,590.177,598.74
1077.99,1077.99,1275.79
895.08,895.082,1239.08
993.41,993.411,1190.16
365.98,365.976,1190.15
290.67,108.726,1140.32
567.84,567.836,1190.04
185.48,185.477,1189.9
143.87,99.0651,1189.86
647.67,647.667,1238.75
621.19,621.186,1076.09
697.46,697.465,826.96
853.92,853.92,853.92
664.88,664.88,664.88
640.46,640.46,640.46
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.94,310.94,310.94
312.46,312.46,312.46
324.31,324.31,324.31
386.52,386.52,386.52
466.10,466.1,466.1
582.90,582.896,598.77
998.48,998.478,1275.64
577.39,577.39,1238.86
134.54,134.534,1189.92
0.00,0,1189.89
0.00,0,1140.06
0.00,0,1189.88
0.00,0,1190.18
1.74,57.2982,1190
617.44,799.908,1238.73
839.12,908.333,1076.05
693.99,750.615,826.85
853.79,671.852,853.79
664.77,482.832,664.77
651.49,651.49,651.49
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
273.32,273.32,273.32
299.28,299.28,299.28
465.90,465.9,465.9
433.62,433.624,449.08
555.66,555.656,777.26
402.40,402.401,751.62
0.85,0,691.53
17.11,17.8177,691.5
0.00,0,691.49
0.00,0,720.48
0.00,0,438.84
0.00,0,447.33
0.00,0,487.24
0.00,0,413.17
1.29,0,309.13
193.39,336.01,336.01
344.18,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
239.75,260.72,260.72
239.75,260.72,260.72
249.28,261.86,261.86
237.45,173.184,262.62
270.27,92.5221,274.46
299.31,299.31,299.31
333.15,347.83,347.83
304.03,308.227,331.62
0.00,0,310.66
0.00,0,274.35
0.00,0,224.89
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,286.3
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
3.82,88.7427,309.13
306.65,336.01,336.01
344.18,346.28,346.28
321.83,321.83,321.83
289.38,297.77,297.77
274.83,92.8921,274.83
253.84,262.23,262.23
312.45,312.45,312.45
307.89,312.08,312.08
301.97,312.46,312.46
320.12,324.31,324.31
382.33,386.52,386.52
451.44,466.12,466.12
554.39,556.484,588.44
912.40,920.791,1275.65
256.93,257.464,1250
0.00,0,1189.9
0.00,0,1189.87
0.00,0,1226.1
0.00,0,1306.5
0.00,0,1338.3
0.00,0,1347.99
124.28,124.809,1397.64
515.72,516.669,1223.02
762.92,762.921,941.29
881.37,881.37,881.37
664.74,664.74,664.74
640.33,640.33,640.33
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
467.68,465.75,465.75
577.89,578.006,588.24
1077.99,1077.99,1275.57
1056.88,1056.88,1249.96
474.53,474.533,1189.89
619.57,619.57,1268.09
0.00,0,1232.62
0.00,0,1288.94
1.37,0,1288.07
1.04,0,1302.11
333.71,317.464,1357.83
739.46,831.749,1175.12
817.45,817.449,905.38
910.21,910.21,910.21
664.76,664.76,664.76
640.33,640.33,640.33
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.61,465.61,465.61
552.26,552.256,588.18
1032.00,1032,1275.53
847.99,847.987,1319.6
401.86,401.862,1304.36
290.85,252.919,1309.47
529.40,529.399,1251.23
1.08,0,1231.62
0.00,0,1189.94
327.31,327.305,1189.91
168.76,81.2777,1238.77
525.50,525.497,1076.06
665.53,665.529,826.98
865.03,865.03,865.03
675.96,675.96,675.96
640.42,640.42,640.42
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.74,465.74,465.74
563.31,561.297,588.24
1077.99,1077.99,1275.59
1034.25,1034.25,1238.94
875.04,875.044,1190.01
793.07,793.07,1189.91
757.92,757.924,1197.79
5.54,0,1262.27
378.14,378.136,1277.71
928.53,928.525,1287.77
950.97,950.97,1333.19
999.98,999.984,1164.15
830.08,830.076,899.21
853.80,853.8,853.8
664.78,664.78,664.78
640.36,640.36,640.36
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
385.75,385.75,385.75
465.89,465.89,465.89
564.73,563.883,588.32
1077.99,1077.99,1275.57
766.19,766.193,1238.85
737.08,737.075,1189.89
796.56,796.561,1189.85
749.17,749.172,1190.5
936.78,936.823,1291.89
983.72,984.573,1317.71
965.87,965.998,1325.66
1056.88,1056.88,1375.91
1056.88,1056.88,1197.76
863.67,863.671,920.9
912.92,912.92,912.92
664.67,664.67,664.67
640.26,640.26,640.26
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
465.67,465.67,465.67
396.91,396.907,438.68
478.32,478.317,777.2
218.71,218.71,740.45
0.00,0,691.54
0.00,0,716.86
0.00,0,775.14
0.00,0,798.69
0.00,0,478.61
0.00,0,494.37
0.00,0,544.84
0.00,0,480.09
50.29,110.047,309.13
313.17,325.75,325.75
316.92,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,91.0021,272.94
212.48,260.72,260.72
212.48,260.72,260.72
212.48,260.72,260.72
212.48,260.72,260.72
266.65,272.94,272.94
289.00,297.39,297.39
342.84,347.03,347.03
276.91,97.0681,309.5
28.11,51.1839,309.13
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
178.17,178.173,309.13
325.75,325.75,325.75
346.28,346.28,346.28
321.83,321.83,321.83
297.39,297.39,297.39
272.94,272.94,272.94
260.72,260.72,260.72
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
383.09,384.61,384.61
513.41,513.52,513.52
561.22,561.331,578.04
1077.99,1077.99,1335.54
1000.25,999.573,1315.81
65.27,64.1933,1265.82
0.00,0,1265.79
0.00,0,1221.8
0.00,0,1282.05
0.00,0,1288.21
1.76,0,1289.99
219.32,219.851,1331.23
448.83,449.36,1156.38
749.66,760.143,902.17
866.75,866.75,866.75
664.90,664.9,664.9
640.48,640.48,640.48
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.87,465.87,465.87
524.15,524.153,578.04
952.41,952.405,1322.72
614.92,614.915,1328.81
507.43,497.623,1281.89
125.27,125.267,1284.04
0.00,0,1262.61
0.00,0,1335.96
0.00,0,1332.09
1.88,0,1333.9
279.38,445.072,1365.95
606.10,606.102,1198.02
751.80,751.801,930.17
923.17,923.17,923.17
722.40,722.4,722.4
684.84,684.84,684.84
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.69,465.69,465.69
534.07,534.069,577.93
989.09,989.09,1281.29
754.68,754.677,1281.43
301.29,301.293,1282.95
175.64,87.442,1288.88
550.65,550.648,1253.89
339.28,339.28,1324.07
480.59,481.051,1331.96
960.97,961.873,1337.2
1056.88,979.9,1385.53
1056.88,1056.88,1213.22
894.75,894.754,939.66
928.66,928.66,928.66
739.82,739.82,739.82
698.03,698.03,698.03
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.67,465.67,465.67
528.00,528.002,577.92
883.98,883.982,1286.67
452.38,452.38,1314.15
53.06,53.0538,1295.79
0.00,0,1332.54
0.00,0,1290.52
0.00,0,1341.6
0.00,0,1340.98
1.69,0,1341.9
157.60,158.137,1391.91
464.96,421.448,1218.07
698.65,761.571,939.94
929.21,929.21,929.21
739.74,739.74,739.74
698.00,698,698
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
465.97,465.97,465.97
536.99,536.993,589
892.64,892.644,1275.49
491.68,473.423,1316.06
28.51,28.5069,1214.85
0.00,0,1189.92
0.00,0,1140.05
0.00,0,1189.85
0.00,0,1189.87
0.00,0,1190.48
355.72,175.874,1240.05
366.17,495.135,1076.02
482.93,483.461,826.85
793.19,843.53,843.53
664.78,664.78,664.78
640.35,640.35,640.35
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
260.72,260.72,260.72
260.72,260.72,260.72
260.72,260.72,260.72
272.94,272.94,272.94
297.39,297.39,297.39
497.53,497.53,497.53
428.52,428.517,475.72
483.24,483.239,863.37
44.51,44.5043,848.21
0.00,0,809.81
0.00,0,810.54
0.00,0,818.36
0.00,0,816.74
0.00,0,464.61
0.00,0,447.23
0.00,0,484.13
0.00,0,410.13
0.99,14.5963,309.13
199.91,325.75,325.75
316.92,346.28,346.28
311.35,321.84,321.84
289.00,297.39,297.39
266.65,272.94,272.94
212.48,260.72,260.72
212.48,260.72,260.72
239.75,260.72,260.72
261.10,79.1621,261.1
253.87,92.9021,274.84
292.62,298.91,298.91
331.62,337.91,337.91
242.89,261.766,310.64
0.00,0,311.02
0.00,0,272.46
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,223.57
0.00,0,272.46
0.00,0,309.13
67.64,78.1273,309.13
313.17,325.75,325.75
344.18,346.28,346.28
321.83,321.83,321.83
293.95,298.14,298.14
270.26,274.45,274.45
258.42,208.31,262.61
307.89,312.08,312.08
308.27,312.46,312.46
307.89,312.08,312.08
324.68,324.68,324.68
381.94,386.13,386.13
455.89,455.89,455.89
530.74,530.738,578.15
871.02,873.121,1275.6
287.97,288.504,1238.85
1.63,0,1189.9
1.28,0,1263.87
0.00,0,1233.81
0.05,0,1294.04
1.37,0,1302.35
0.03,3.24455,1308.54
782.11,849.226,1344.65
757.69,757.689,1159.96
599.91,599.911,860.99
843.49,843.49,843.49
664.74,664.74,664.74
651.46,651.46,651.46
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
386.13,386.13,386.13
457.63,455.62,455.62
560.38,560.496,589.11
1060.89,1060.89,1275.53
951.80,951.799,1238.79
938.01,938.013,1201.39
747.23,747.233,1236.6
0.78,0,1248.05
1.20,0,1330.29
0.05,0,1342.81
170.77,103.207,1349.18
693.16,693.157,1394.52
869.67,869.672,1226.41
761.37,763.132,974.71
951.80,951.799,987.79
805.59,805.59,805.59
766.94,766.94,766.94
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
524.47,524.51,524.51
629.39,629.502,662.92
1060.89,1060.89,1363.34
951.80,951.799,1354.45
764.93,764.93,1323.43
707.91,707.908,1313.82
413.43,413.428,1232.59
605.83,605.826,1277.53
658.39,658.39,1288.53
767.27,767.271,1291.1
781.67,781.67,1347.48
836.14,836.142,1174.5
613.42,613.422,889.33
833.32,833.32,833.32
664.79,664.79,664.79
640.36,640.36,640.36
384.61,384.61,384.61
322.79,322.79,322.79
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
310.56,310.56,310.56
322.79,322.79,322.79
384.61,384.61,384.61
455.57,455.57,455.57
547.75,545.994,577.95
1060.89,1060.89,1275.52
809.94,809.944,1288.45
649.24,649.237,1282.51
309.10,309.101,1294.1
0.00,0,1265
0.92,0,1331.72
0.88,0,1338.43
2.04,0,1338.12
456.65,624.442,1379.9
533.89,533.892,1197.45
664.47,664.469,917.82
