load,pv_cf
435.28,0.6201
485,0.4707
419.71,0.2462
309.13,0.0443
339.41,0
355.64,0
323.53,0
299.52,0
274.71,0
331.76,0
387.7,0
362.69,0
387.11,0
374.27,0
422.14,0
466.27,0
452.89,0.0065
419.57,0.141
399.32,0.4105
326.81,0.5668
302.31,0.6293
302.54,0.7821
302.45,0.7991
225.67,0.7201
241.82,0.1831
303.83,0.1436
333.59,0.0666
343.54,0.0115
337.68,0
398.93,0
429.45,0
430.69,0
378.57,0
391.42,0
414.58,0
439.75,0
412.78,0
449.33,0
484.79,0
594.92,0
589.36,0.0188
1354.95,0.0428
1296.54,0.1469
1248.22,0.1237
1258.05,0.1436
1228.4,0.1639
1293.89,0.1609
1298.15,0.1705
1302.27,0.1381
1368.96,0.1728
1207.5,0.1051
946.83,0.0245
959.51,0
761.2,0
732.97,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
343.41,0
349.26,0
393.97,0
613.66,0
700.46,0.0224
1355.68,0.1525
1321.73,0.438
1271.39,0.6239
1268.67,0.7618
1213.47,0.8525
1251.4,0.874
1249.07,0.7919
1249.19,0.6715
1298.26,0.4857
1135.73,0.2593
886.34,0.0497
912.93,0
723.62,0
698.8,0
384.61,0
323.21,0
312.66,0
312.28,0
312.7,0
312.31,0
324.95,0
386.39,0
600.11,0
675.37,0.037
1335.02,0.1335
1302.89,0.4377
1260.6,0.6454
1275.06,0.7632
1237.98,0.8343
1301.24,0.8401
1318.96,0.7298
1325.62,0.6225
1378.22,0.3248
1216.39,0.2296
963.91,0.0412
983.93,0
785.56,0
755.6,0
384.61,0
322.79,0
310.56,0
310.56,0
314.7,0
343.76,0
324.45,0
386.71,0
597.86,0
660.71,0.0333
1336.52,0.2146
1318.91,0.4272
1288.71,0.5565
1304.69,0.7551
1274.96,0.7666
1342.57,0.8043
1352.06,0.7245
1353.49,0.4162
1401.12,0.1492
1237.61,0.2304
982.72,0.0436
997,0
789.06,0
734.63,0
384.61,0
322.79,0
310.56,0
312.65,0
312.24,0
312.73,0
324.54,0
386.86,0
595.32,0
578.34,0.0139
1359.32,0.0652
1338.96,0.1314
1328.35,0.2694
1351.9,0.2242
1314.52,0.2647
1371.69,0.2863
1386.28,0.2582
1389.17,0.2269
1438.19,0.1882
1272.2,0.0944
1019.6,0.027
1043.8,0
852.39,0
811.34,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
637.42,0
586.52,0.0146
961.16,0.1975
934.1,0.2964
888.91,0.4788
893.67,0.5668
895.32,0.4376
899.12,0.3738
570.98,0.2277
576.76,0.4161
626.93,0.365
558.29,0.2198
309.13,0.045
336.01,0
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
346.28,0
309.13,0.0365
309.13,0.2116
272.46,0.4394
223.57,0.625
223.57,0.7585
223.57,0.8164
223.57,0.7871
223.57,0.7569
223.57,0.6074
272.46,0.4017
309.13,0.1973
309.13,0.0425
336.01,0
346.28,0
321.83,0
297.39,0
272.94,0
304.79,0
346.61,0
312.24,0
312.67,0
324.51,0
386.77,0
597.87,0
650.09,0.0483
1337.4,0.2656
1314.54,0.4973
1277.51,0.6667
1284.11,0.8037
1253.52,0.8624
1338.28,0.8756
1350.25,0.8092
1351.38,0.5884
1400.74,0.4992
1237.8,0.2611
986.59,0.0539
1002.76,0
783.25,0
734.79,0
384.61,0
322.79,0
310.56,0
310.99,0
312.64,0
312.24,0
324.86,0
386.29,0
606.42,0
681.17,0.0435
1379.41,0.2337
1376.2,0.4627
1344.67,0.6433
1353.7,0.7647
1307.11,0.8135
1360.01,0.8223
1362.99,0.7764
1363.58,0.6394
1411.36,0.4413
1246.91,0.2128
993.12,0.0405
996.7,0
809.33,0
780.63,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
331.65,0
447.76,0
623.02,0
699.14,0.0486
1396.68,0.1951
1382.28,0.4355
1342.64,0.6114
1336.3,0.7237
1281.52,0.7816
1336.94,0.7145
1341.68,0.7244
1344.53,0.5833
1388.15,0.3744
1218.75,0.1598
955.54,0.0408
949.61,0
750.74,0
715.61,0
384.61,0
322.79,0
310.99,0
312.65,0
312.25,0
312.67,0
324.52,0
386.8,0
597.4,0
578.37,0.0339
1348.88,0.0596
1298.87,0.0905
1249.75,0.1186
1250.56,0.1646
1204.15,0.1608
1255.89,0.1819
1263.55,0.1659
1277.05,0.1489
1337.2,0.1048
1173.82,0.0554
912.45,0.0202
919.62,0
730.71,0
700.51,0
384.61,0
324.05,0
312.73,0
312.33,0
312.86,0
403.7,0
447.57,0
483.8,0
580.4,0
579.61,0.0311
1276.53,0.1109
1288.74,0.17
1251.65,0.2428
1253.38,0.2919
1207.98,0.2968
1260.47,0.2869
1267.21,0.2827
1274.64,0.2346
1332.5,0.1869
1167.8,0.0969
911.76,0.0303
921.59,0
737.91,0
709.25,0
384.61,0
322.79,0
310.56,0
260.72,0
291.78,0
308.77,0
299.46,0
334.25,0
608.06,0
588.82,0.0391
937.64,0.1076
915.71,0.1605
881.14,0.2148
880.98,0.2919
881.65,0.3125
883.24,0.3107
548.27,0.2779
549.84,0.2464
599.96,0.1598
537.34,0.1006
309.13,0.0199
325.75,0
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
336.01,0.0007
309.13,0.0372
309.13,0.1045
272.46,0.1904
223.57,0.2543
223.57,0.2675
223.57,0.3181
223.57,0.2947
223.57,0.2729
223.57,0.2281
272.46,0.1696
309.13,0.0969
309.13,0.0323
325.75,0
346.28,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
646.61,0
760.76,0.0223
1458.43,0.0568
1424.68,0.113
1377.64,0.1409
1381.56,0.1717
1335.3,0.1758
1389.08,0.2977
1394.64,0.2685
1396.67,0.1358
1454.43,0.1036
1310.03,0.0565
1065.73,0.0169
1068.49,0
873.36,0
847.15,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
687.16,0.0022
813.84,0.035
1517.51,0.1088
1493.73,0.1683
1453.71,0.2255
1450.95,0.2816
1412.72,0.2907
1470.86,0.2882
1471.67,0.2688
1475.38,0.2165
1538.07,0.1717
1366.88,0.0972
1100.89,0.0349
1108.93,0
915.46,0
882.36,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
664.86,0
762.83,0.0466
1467.69,0.109
1439.92,0.1478
1397.15,0.5291
1402.33,0.2509
1362.24,0.2604
1425.72,0.744
1434.04,0.7184
1442.74,0.5972
1506,0.409
1338.92,0.2087
1076.43,0.0436
1074.33,0
880.33,0
843.56,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
656.4,0
773.31,0.011
1472.21,0.0531
1438.1,0.1876
1391.34,0.1969
1399.92,0.225
1356.68,0.2872
1416.83,0.2504
1415.8,0.2509
1405.71,0.2367
1438.02,0.1089
1266.22,0.0902
1013.92,0.0315
1030.25,0.0013
851.17,0
826.88,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
638.09,0.0006
759.64,0.0389
1453.37,0.1221
1416.49,0.2096
1367.17,0.2405
1367.49,0.5869
1317.82,0.795
1372.05,0.7969
1374.12,0.7192
1374.32,0.4425
1423.43,0.421
1255.58,0.2523
1004.6,0.0621
1009.82,0.0021
839.5,0
812.72,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
629.94,0.0014
607.29,0.0666
956.73,0.282
926.2,0.3539
879.89,0.445
882.13,0.6496
882.75,0.3154
881.05,0.418
542.88,0.469
536.96,0.5758
575.34,0.2768
499.04,0.1969
309.13,0.0525
315.48,0.0014
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
290.14,0
329.94,0
300.84,0
303.03,0
323.72,0
335.34,0.0028
310.79,0.0664
334.95,0.2758
305.62,0.4892
246.93,0.6647
223.57,0.7826
223.57,0.6968
223.57,0.7593
223.57,0.7187
223.57,0.5902
272.46,0.4376
309.13,0.2454
309.13,0.0593
315.48,0.0045
346.28,0
321.83,0
297.39,0
272.94,0
320.43,0
357.75,0
350.1,0
338.26,0
324.88,0
386.3,0
588.43,0.0048
689.24,0.0398
1405.81,0.086
1393.59,0.1561
1354.58,0.3295
1356.84,0.4154
1309.36,0.387
1362.62,0.3883
1366.45,0.44
1367.07,0.264
1417.45,0.196
1256.1,0.0476
1004.02,0.028
1006.16,0
834.62,0
808.35,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
608.64,0
708.61,0.0508
1416.22,0.1883
1403.47,0.4639
1360.77,0.6482
1364.43,0.7531
1317.17,0.8264
1370.36,0.7956
1372.9,0.6518
1373.17,0.3204
1422.42,0.3687
1258.33,0.1835
1006.15,0.0357
1010.84,0.0063
838.61,0
807.86,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
616.24,0.0066
729.31,0.018
1418.92,0.1906
1385.42,0.1393
1340.22,0.2286
1344.46,0.7509
1297.32,0.8047
1352.75,0.7328
1358.64,0.592
1359.72,0.3294
1408.03,0.2951
1245.24,0.1465
996.2,0.0496
1000.5,0.0004
819.23,0
781.91,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
356.94,0
413.74,0
582.57,0.008
688.03,0.0715
1373.41,0.268
1352.7,0.4796
1326.85,0.6405
1343.63,0.7591
1303.94,0.8188
1357,0.7999
1359.12,0.7064
1359.69,0.6233
1409.77,0.45
1246.51,0.238
995.09,0.0548
996.64,0.0044
816.04,0
780.56,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
336.57,0
340.07,0
400.85,0
591.47,0.0086
704.96,0.0734
1394.22,0.2709
1371.02,0.4194
1330.67,0.608
1344.11,0.5956
1305.34,0.8107
1359.03,0.7427
1360.64,0.7189
1360.46,0.4497
1408.16,0.208
1245.59,0.2121
996.48,0.0622
999.22,0
819.14,0
789.56,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
607.33,0.001
587.68,0.022
925.9,0.0638
895.8,0.1044
875.78,0.2559
880.16,0.2389
882.47,0.304
884.43,0.4474
548.85,0.4181
548.23,0.4466
587.85,0.4137
523.23,0.2488
309.13,0.0528
315.48,0.004
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
301.65,0
297.87,0
296.98,0
299.07,0
317.59,0.0078
310.83,0.0725
311.22,0.2584
274.13,0.4581
232.92,0.6275
232.51,0.7066
240.21,0.7736
245.31,0.774
258.67,0.6959
245.09,0.5783
294.14,0.4125
350,0.2228
341.14,0.0528
352.79,0.0054
373.62,0
340.33,0
299.07,0
275.08,0
262.45,0
312.77,0
312.34,0
384.66,0
431.13,0
519.45,0
574.09,0.004
678.81,0.0537
1402.63,0.0908
1397.23,0.1968
1357.63,0.2378
1361.87,0.1711
1315.13,0.1879
1366.92,0.2967
1369.45,0.1248
1372.14,0.1167
1424.12,0.0977
1263.28,0.0572
1011.07,0.0416
1003.01,0.0019
841.28,0
814.5,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
610.28,0.0077
749.24,0.0791
1449.63,0.2942
1419.38,0.504
1375.76,0.6672
1389.97,0.7059
1340.32,0.7861
1390.05,0.8353
1392.01,0.746
1395.85,0.644
1449.8,0.4729
1282.55,0.2534
1021.11,0.0526
1010.31,0.0046
849.38,0
823.14,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
587.17,0.0101
698,0.0789
1392.86,0.2803
1372.09,0.488
1327.97,0.6442
1329.33,0.7398
1279.26,0.7953
1334.72,0.8078
1346.88,0.7568
1347.81,0.6364
1387.4,0.4582
1224.36,0.2338
971.61,0.067
960.11,0.0055
785.94,0
736.1,0
384.61,0
322.79,0
310.56,0
310.56,0
319.85,0
312.64,0
324.45,0
386.7,0
559.09,0.0127
673.36,0.0501
1379.48,0.1205
1378.92,0.2265
1346.2,0.3419
1351.64,0.6369
1304.71,0.5946
1356.71,0.7326
1358.9,0.6217
1360.33,0.2907
1410.58,0.3319
1248.31,0.1951
998.32,0.0656
992.5,0
832.07,0
807.11,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
593.91,0.0062
739.83,0.046
1442.25,0.0626
1411.06,0.1619
1363.06,0.1343
1363.33,0.157
1314.08,0.1648
1364.66,0.2864
1365.02,0.3047
1364.05,0.235
1411.67,0.1164
1246.96,0.0693
995.84,0.0378
989.9,0.0129
829.61,0
803.31,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
583.51,0.009
552.61,0.0806
914.24,0.2733
894.93,0.4792
852.31,0.5362
855.16,0.7281
857.81,0.77
860.11,0.7485
525.77,0.6916
527.32,0.5874
576.64,0.4237
514.72,0.2271
309.13,0.0495
305.22,0.0051
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
305.21,0.0121
309.13,0.0814
309.13,0.2394
272.46,0.4422
223.57,0.5871
223.57,0.7224
223.57,0.6929
223.57,0.7299
223.57,0.6447
223.57,0.5599
272.46,0.4031
309.13,0.2166
309.13,0.0522
305.21,0.0061
346.28,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
608.76,0.014
764.97,0.0924
1470.06,0.2668
1434.4,0.4584
1382.07,0.6272
1377.82,0.6771
1318.03,0.7811
1366.33,0.7247
1363.69,0.6761
1363.64,0.5194
1413.45,0.4202
1249.75,0.1925
998.08,0.0678
992.43,0.0025
831.96,0
806.21,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
589.3,0.0139
723.36,0.054
1432.86,0.0788
1404.73,0.1006
1359.36,0.1246
1362.18,0.1697
1315.47,0.1869
1367.75,0.2922
1368.53,0.2858
1370.54,0.4331
1423.8,0.3909
1259.66,0.2071
1008.63,0.0565
1002.13,0.0067
841.29,0
813.57,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
593.19,0.0139
734.68,0.0838
1445.48,0.2601
1417.52,0.4344
1373.94,0.5792
1377.61,0.6888
1330.47,0.736
1380.37,0.7321
1385.32,0.6807
1387.71,0.5801
1436.75,0.4101
1270.33,0.2135
1014.76,0.0519
1002.92,0.0082
840.16,0
814.56,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
592.49,0.0164
745.96,0.0861
1457.75,0.2432
1438.24,0.4197
1396.56,0.5661
1405.27,0.6646
1368.57,0.6585
1427.52,0.6747
1428.4,0.6054
1411.89,0.5296
1457.13,0.2329
1294.75,0.2158
1041.19,0.0522
1028.93,0.006
869.51,0
843.98,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
615.15,0.0104
758.91,0.0791
1455.21,0.2645
1415.09,0.4105
1366.39,0.5414
1367.72,0.6441
1317.26,0.6811
1368.53,0.7172
1371.05,0.6501
1370.85,0.3824
1418.27,0.3743
1252.83,0.2135
1001.06,0.0486
983.61,0.0095
833.08,0
806.83,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
584.09,0.0077
580,0.0754
934.19,0.1031
907.75,0.1677
860.64,0.206
862.45,0.3309
862.65,0.3061
862.29,0.3382
526.43,0.2766
526.35,0.1537
575.17,0.1847
511.91,0.0641
309.13,0.0584
294.95,0.0055
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
275.33,0
334.06,0
319.22,0
346.12,0
355.82,0
368.13,0.0084
367.59,0.0443
338.45,0.1623
272.46,0.219
223.57,0.2674
223.57,0.3345
223.57,0.3113
223.57,0.3311
223.57,0.2881
223.57,0.2564
272.46,0.2014
309.13,0.1282
309.13,0.0602
294.95,0.0124
346.28,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
566.29,0.0096
775.94,0.0838
1476.27,0.287
1445.9,0.5001
1402.45,0.6495
1405.99,0.7541
1359.83,0.7712
1411.53,0.7374
1413.04,0.6695
1416.46,0.6081
1475.28,0.4155
1315.43,0.218
1059.38,0.0565
1046.46,0.0081
898.63,0
867.86,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
619.73,0.0182
767.46,0.0337
1472.15,0.0684
1452.29,0.1734
1413.31,0.2552
1419.17,0.3149
1374.99,0.2773
1425.97,0.2846
1426.15,0.3016
1427.01,0.2441
1477.07,0.2369
1307.79,0.1104
1051.93,0.04
1026.51,0.0121
868.9,0
841.42,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
619.77,0.017
770.65,0.0488
1473.05,0.1246
1435.56,0.2839
1380.07,0.1187
1381.94,0.2298
1333.81,0.3087
1381,0.2407
1373.52,0.2278
1375.44,0.2313
1429.39,0.1041
1264.09,0.0661
1008.07,0.035
989.21,0.0063
837.72,0
810.3,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
583.32,0.0235
724.96,0.0798
1432.67,0.1556
1404.73,0.1209
1357.98,0.1538
1360.48,0.1909
1311.33,0.1969
1363.95,0.1874
1367.96,0.1842
1370.06,0.1446
1421.12,0.1089
1256.51,0.0722
1005.23,0.0339
988.33,0.0079
837,0
808.47,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
573.94,0.0124
731.59,0.0416
1446.14,0.143
1432.24,0.2065
1391.71,0.2926
1400.29,0.3024
1356.54,0.3311
1416.07,0.306
1425.66,0.3179
1433.96,0.2616
1498.44,0.1838
1328.69,0.1238
1062.58,0.0629
1037.24,0.0147
877.79,0
846.62,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
623.56,0.0218
633.85,0.0827
986.77,0.1364
956.43,0.2098
938.94,0.2774
965.32,0.2692
980.73,0.3082
995.03,0.2824
657.54,0.2988
644.82,0.2299
679.1,0.1761
615.02,0.2068
309.13,0.0624
294.95,0.0127
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
284.68,0.0191
309.13,0.0927
309.13,0.2714
272.46,0.4509
384.29,0.5686
387.26,0.6606
223.57,0.7345
414.11,0.7184
383.79,0.6578
223.57,0.5276
272.46,0.3004
309.13,0.1466
309.13,0.0612
294.95,0.0071
346.28,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
613.3,0.021
742.92,0.0603
1440.93,0.1335
1406.95,0.3322
1362.48,0.4631
1365.56,0.4826
1316.07,0.6948
1370.41,0.6806
1375.3,0.5804
1379.51,0.5464
1429.42,0.4229
1258.61,0.192
1007.13,0.0626
981.48,0.0148
839.12,0
810.71,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
576.48,0.0186
736.06,0.0957
1446.3,0.2702
1416.14,0.4395
1369.88,0.5954
1372.27,0.6785
1321.42,0.7186
1375.91,0.6205
1382.4,0.6421
1390.59,0.4667
1447.44,0.3819
1279.07,0.2166
1022.87,0.0553
991.15,0.0109
845.75,0
816.76,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
584.46,0.0257
748.34,0.0952
1459.38,0.2351
1445.32,0.3737
1415.11,0.5371
1429.79,0.6187
1385.03,0.6606
1453.16,0.647
1468.11,0.6041
1472.24,0.4901
1524.87,0.3077
1341.51,0.1585
1066.45,0.0701
1025.33,0.0155
879.47,0
848.6,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
623.91,0.0213
778.86,0.0952
1494.43,0.2613
1500.88,0.4448
1470.88,0.5898
1472.89,0.6885
1422.28,0.727
1486.24,0.7088
1490.06,0.6232
1495.39,0.5146
1552.24,0.386
1372.86,0.2102
1107.5,0.0645
1067.53,0.015
910.26,0
878.34,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
384.61,0
623.95,0.0169
764.26,0.0945
1464.68,0.2434
1429.53,0.4275
1380.77,0.5481
1382.75,0.5919
1333.32,0.5587
1392.23,0.5448
1401.04,0.5189
1405.26,0.5265
1458.68,0.2175
1289.97,0.1451
1023.66,0.0783
989.95,0.0151
847.44,0
819.62,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
297.39,0
583.56,0.0214
598.32,0.0923
957.1,0.2686
934.49,0.4471
888.59,0.6054
890.82,0.7037
892.17,0.7426
895.53,0.7279
561.15,0.6529
560.95,0.5574
608.29,0.4086
542.27,0.2242
309.13,0.0555
284.68,0.0129
346.28,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
287.12,0
284.68,0.0261
309.13,0.0953
309.13,0.2467
272.46,0.4108
223.57,0.5459
223.57,0.6684
223.57,0.6587
223.57,0.7381
223.57,0.563
223.57,0.4671
494.26,0.3949
543.9,0.2083
309.13,0.0685
284.68,0.0174
346.28,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
725.74,0.0132
881.49,0.087
1605.46,0.0869
1584.77,0.1419
1545.81,0.1726
1565.38,0.2574
1531.3,0.3178
1628.66,0.3376
1659.56,0.5188
1664.38,0.4916
1732.38,0.4197
1554.37,0.2285
1259.05,0.052
1194.08,0.0104
1036.99,0
1001.07,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
768.92,0.0277
929.22,0.1009
1657.36,0.2847
1655.64,0.4674
1643.78,0.6162
1666.76,0.6985
1593.53,0.7385
1637.31,0.6514
1630.15,0.5918
1605.14,0.5014
1650.93,0.3949
1499.03,0.2128
1235.64,0.0649
1191.27,0.0171
1026.14,0
988.3,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
733.08,0.0251
858.03,0.0774
1563.52,0.2001
1549.47,0.389
1528.53,0.5186
1564.96,0.6307
1528.22,0.6828
1605.21,0.6631
1609.66,0.6166
1615.17,0.5222
1677.85,0.3953
1484.2,0.2111
1187.75,0.0564
1145.27,0.0118
991.56,0
950.07,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
688.09,0.0231
822.06,0.0933
1544.19,0.2716
1542.25,0.4244
1500.38,0.4832
1510.44,0.6531
1448.97,0.7336
1476.73,0.7095
1451,0.5911
1422.84,0.5366
1446.48,0.1374
1268.32,0.0485
1013.31,0.0655
988.39,0.0157
850.93,0
824.98,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
582.15,0.0113
740.31,0.0423
1444.13,0.0862
1411.19,0.24
1363.96,0.26
1365.37,0.3061
1314.83,0.3333
1368.37,0.3516
1370.23,0.3291
1371.18,0.2478
1421.46,0.1967
1255.6,0.129
1003.3,0.0653
977.54,0.0204
828.41,0
813.36,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
287.12,0.0013
583.81,0.0318
600.36,0.1023
956.01,0.1728
930.76,0.1418
895.62,0.1592
909.41,0.1934
925.82,0.2028
942.2,0.2101
613.49,0.1902
621.1,0.1586
665.64,0.1345
593.24,0.141
309.13,0.0746
284.68,0.0113
336.01,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
287.12,0.0013
284.68,0.0304
309.13,0.0827
309.13,0.1455
272.46,0.2062
223.57,0.2573
223.57,0.327
223.57,0.3334
372.12,0.3158
378.93,0.5917
459.61,0.4944
543.66,0.39
551.93,0.2241
560.75,0.0682
495.76,0.0176
354.94,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0.0005
612.43,0.0279
769.55,0.1063
1470.14,0.1818
1441.78,0.1092
1397.51,0.3866
1400.64,0.2281
1355.67,0.5246
1416.86,0.4968
1426.12,0.6233
1435.78,0.4693
1499.21,0.334
1332.73,0.1999
1068.57,0.0761
1030.38,0.0212
872.11,0
847,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
612.71,0.0264
768.81,0.0877
1466.55,0.1329
1432.74,0.0982
1388.03,0.3111
1395.48,0.3045
1348.96,0.176
1413.77,0.2744
1427.72,0.3018
1439.93,0.2491
1494.65,0.1743
1316.52,0.1317
1048.36,0.0753
1016.69,0.015
859.51,0
841.18,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0
611.51,0.0216
771.63,0.0748
1471.38,0.1339
1438.44,0.1897
1397.31,0.2542
1404.84,0.353
1354.12,0.2936
1416.83,0.2891
1427.37,0.4451
1433.78,0.3989
1483.31,0.2456
1306.64,0.1783
1045.99,0.0812
1014.36,0.0095
859,0
840.17,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0.0013
612.67,0.0343
774.19,0.0679
1476.48,0.1253
1443.9,0.2313
1400.34,0.5453
1409.36,0.5778
1357.51,0.491
1414.38,0.2895
1418.79,0.2101
1422.5,0.2142
1471.96,0.1607
1295.71,0.1123
1035.14,0.0632
1005.42,0.0169
855.92,0
840.27,0
384.61,0
322.79,0
310.56,0
310.56,0
310.56,0
310.56,0
322.79,0
374.35,0.0005
614.33,0.0352
771.07,0.0847
1469.11,0.162
1434.56,0.1789
1387.05,0.2215
1387.88,0.3143
1337.93,0.3589
1388.91,0.231
1387.08,0.268
1386.48,0.2057
1439,0.1978
1274.86,0.124
1025.48,0.0647
999.95,0.026
848.4,0
831.92,0
384.61,0
322.79,0
310.56,0
260.72,0
260.72,0
260.72,0
272.94,0
276.86,0.0035
604.39,0.0336
614.02,0.0847
965.09,0.099
933.93,0.1338
892.53,0.1571
898.06,0.1866
903.94,0.3052
912.87,0.3145
583.51,0.2882
588.1,0.2478
642.42,0.1969
580.14,0.127
466.71,0.073
388.86,0.0243
336.01,0
321.84,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
276.86,0.0019
284.68,0.0388
309.13,0.1141
309.13,0.1721
398.76,0.2933
352.11,0.4774
223.57,0.5722
223.57,0.673
223.57,0.667
223.57,0.4458
354.14,0.4531
501.51,0.3064
519.66,0.2091
469.33,0.069
362.86,0.018
336.01,0
321.83,0
297.39,0
272.94,0
260.72,0
260.72,0
260.72,0
260.72,0
272.94,0
276.86,0.0017
284.68,0.0201
309.13,0.0847
309.13,0.2598
272.46,0.4282
223.57,0.5203
223.57,0.5976
223.57,0.6491
223.57,0.6215
223.57,0.5793
223.57,0.4238
272.46,0.3816
309.13,0.1628
309.13,0.068
284.68,0.0186
336.01,0
321.83,0
297.39,0
272.94,0
260.72,0
310.56,0
310.56,0
310.56,0
322.79,0
364.08,0.0015
676.43,0.0232
851.74,0.0882
1562.97,0.2573
1546.88,0.4182
1513.34,0.5365
1528.14,0.6313
1472.54,0.6399
1535.82,0.6918
1543.5,0.5555
1539.92,0.4099
1598.76,0.3369
1424.9,0.1942
1162.59,0.0576
1128.34,0.0176
964.25,0
